id,source,name,description,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,neighborhood,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating
46944342,city scrape,Rental unit in Den Haag · ★4.67 · 1 bedroom · 2 beds · 1 bath,,244520390,Surreal Estate,2019-02-21,,45%,12%,f,35,,Wijk 28 Centrum,52.07369,4.30941,Entire rental unit,Entire home/apt,4,2,$90.00,28,1125,15,4.67
47029167,previous scrape,Cottage in Den Haag · ★4.64 · 1 bedroom · 1 bed · 1 bath,,27723192,Christianne,2015-02-14,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 07 Scheveningen,52.10679,4.27418,Entire cottage,Entire home/apt,2,1,,4,1125,11,4.64
47386788,city scrape,Condo in Den Haag · ★5.0 · 3 bedrooms · 3 beds · 3 baths,,193254200,Norbs & Rose,2018-06-03,"The Hague, Netherlands",N/A,100%,f,2,,Wijk 09 Geuzen- en Statenkwartier,52.1015,4.27753,Entire condo,Entire home/apt,6,3,$580.00,5,30,3,5.0
47530926,city scrape,Rental unit in Den Haag  · ★4.33 · 3 bedrooms · 4 beds · 1.5 baths,,244520390,Surreal Estate,2019-02-21,,45%,12%,f,35,,Wijk 28 Centrum,52.07903,4.31091,Entire rental unit,Entire home/apt,8,4,$173.00,28,1125,3,4.33
47827093,city scrape,Serviced apartment in Den Haag · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,,372741980,Staybridge Suites The Hague,2020-10-21,"Lahore, Pakistan",100%,100%,f,11,,Wijk 28 Centrum,52.07999,4.31118,Private room in serviced apartment,Private room,2,1,$169.00,7,180,19,4.84
47986034,city scrape,Serviced apartment in Den Haag · ★4.88 · 1 bedroom · 1 bed · 1 private bath,,372741980,Staybridge Suites The Hague,2020-10-21,"Lahore, Pakistan",100%,100%,f,11,,Wijk 28 Centrum,52.07996,4.31157,Private room in serviced apartment,Private room,2,1,$179.00,7,180,8,4.88
47987866,city scrape,Serviced apartment in Den Haag · ★4.82 · 1 bedroom · 1 bed · 1 private bath,,372741980,Staybridge Suites The Hague,2020-10-21,"Lahore, Pakistan",100%,100%,f,11,,Wijk 28 Centrum,52.08001,4.31272,Private room in serviced apartment,Private room,3,1,$199.00,7,180,11,4.82
47989128,city scrape,Serviced apartment in Den Haag · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,,372741980,Staybridge Suites The Hague,2020-10-21,"Lahore, Pakistan",100%,100%,f,11,,Wijk 28 Centrum,52.08139,4.31087,Private room in serviced apartment,Private room,2,1,$169.00,7,180,10,4.8
48085426,city scrape,Serviced apartment in Den Haag · ★4.86 · 1 bedroom · 1 bed · 1 private bath,,372741980,Staybridge Suites The Hague,2020-10-21,"Lahore, Pakistan",100%,100%,f,11,,Wijk 28 Centrum,52.081112,4.311863,Private room in serviced apartment,Private room,2,1,$169.00,7,180,28,4.86
48190566,city scrape,Condo in Den Haag · ★4.90 · 2 bedrooms · 3 beds · 1 bath,,388789118,Baudewyn,2021-02-16,"The Hague, Netherlands",100%,99%,t,1,,Wijk 08 Duindorp,52.08968,4.25487,Entire condo,Entire home/apt,3,3,$111.00,2,1125,181,4.9
48209915,city scrape,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1 bath,,20224155,Janneke,2014-08-18,"The Hague, Netherlands",75%,13%,f,1,,Wijk 20 Valkenboskwartier,52.07621,4.27061,Entire condo,Entire home/apt,2,1,$98.00,15,60,8,5.0
48226589,previous scrape,Home in Den Haag · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,,31232633,Cherlene,2015-04-14,"The Hague, Netherlands",100%,100%,f,6,,Wijk 26 Bezuidenhout,52.08199,4.33374,Private room in home,Private room,1,1,,2,28,6,4.33
48236416,city scrape,Rental unit in Den Haag · ★4.41 · Studio · 1 bed · 1 bath,,9165668,Robert,2013-10-01,"The Hague, Netherlands",96%,81%,f,80,,Wijk 07 Scheveningen,52.10472,4.27962,Entire rental unit,Entire home/apt,2,1,$164.00,2,1125,17,4.41
48236942,city scrape,Rental unit in Den Haag · ★4.35 · Studio · 1 bed · 1 bath,,9165668,Robert,2013-10-01,"The Hague, Netherlands",96%,81%,f,80,,Wijk 07 Scheveningen,52.10511,4.27878,Entire rental unit,Entire home/apt,2,1,$144.00,3,1125,17,4.35
48237377,city scrape,Rental unit in Den Haag · ★4.36 · Studio · 1 bed · 1 bath,,9165668,Robert,2013-10-01,"The Hague, Netherlands",96%,81%,f,80,,Wijk 07 Scheveningen,52.10622,4.27964,Entire rental unit,Entire home/apt,2,1,$175.00,3,1125,11,4.36
48278380,city scrape,Condo in Den Haag · 2 bedrooms · 4 beds · 2 baths,,17240425,Elwine,2014-06-25,"The Hague, Netherlands",100%,33%,f,5,,Wijk 28 Centrum,52.08488,4.31529,Entire condo,Entire home/apt,4,4,$200.00,30,1095,0,
48290467,city scrape,Rental unit in Den Haag · 2 bedrooms · 2 beds · 1 bath,,26394784,Nathan,2015-01-20,"Groningen, Netherlands",0%,0%,f,2,,Wijk 09 Geuzen- en Statenkwartier,52.09127,4.27051,Entire rental unit,Entire home/apt,4,2,$235.00,4,7,0,
48696453,city scrape,Rental unit in Den Haag · ★4.64 · 1 bedroom · 2 beds · 1 bath,,244520390,Surreal Estate,2019-02-21,,45%,12%,f,35,,Wijk 28 Centrum,52.07547,4.31075,Entire rental unit,Entire home/apt,4,2,$213.00,2,335,47,4.64
48798316,city scrape,Rental unit in Den Haag · ★5.0 · 2 bedrooms · 3 beds · 1 bath,,73533434,Anne,2016-05-23,,100%,71%,f,5,,Wijk 07 Scheveningen,52.1064,4.28428,Entire rental unit,Entire home/apt,4,3,$295.00,2,1125,14,5.0
48820287,city scrape,Rental unit in Den Haag · ★4.90 · 1 bedroom · 1 bed · 1 bath,,393803652,Julia,2021-03-23,,100%,100%,t,2,,Wijk 28 Centrum,52.0823,4.30598,Entire rental unit,Entire home/apt,2,1,$112.00,2,1125,153,4.9
48989372,city scrape,Serviced apartment in Den Haag · ★4.67 · 1 bedroom · 1 bed · 1 private bath,,372741980,Staybridge Suites The Hague,2020-10-21,"Lahore, Pakistan",100%,100%,f,11,,Wijk 28 Centrum,52.08012,4.31116,Private room in serviced apartment,Private room,2,1,$169.00,7,180,6,4.67
49150552,city scrape,Townhouse in Den Haag · ★4.86 · 1 bedroom · 2 beds · 1 private bath,,61794951,Duanpen,2016-03-06,"The Hague, Netherlands",100%,96%,t,2,,Wijk 27 Stationsbuurt,52.07153,4.31905,Private room in townhouse,Private room,3,2,$94.00,1,10,143,4.86
49207227,city scrape,Rental unit in Den Haag · ★4.17 · Studio · 1 bath,,10084732,Jordans,2013-11-17,"The Hague, Netherlands",40%,78%,f,15,,Wijk 07 Scheveningen,52.10829,4.27748,Entire rental unit,Entire home/apt,2,,$106.00,7,1125,6,4.17
49236412,city scrape,Serviced apartment in Den Haag · 1 bedroom · 1 bed · 1 bath,,10084732,Jordans,2013-11-17,"The Hague, Netherlands",40%,78%,f,15,,Wijk 07 Scheveningen,52.11008,4.27869,Entire serviced apartment,Entire home/apt,2,1,$106.00,14,1125,2,5.0
49236838,city scrape,Serviced apartment in Den Haag · ★4.50 · 1 bedroom · 1 bed · 1 bath,,10084732,Jordans,2013-11-17,"The Hague, Netherlands",40%,78%,f,15,,Wijk 07 Scheveningen,52.1085,4.27771,Entire serviced apartment,Entire home/apt,2,1,$102.00,14,1125,6,4.5
49255897,city scrape,Rental unit in Den Haag · ★4.86 · 1 bedroom · 1 bed · 1 bath,,4199610,Charlotte,2012-11-20,"The Hague, Netherlands",100%,81%,f,1,,Wijk 02 Belgisch Park,52.11182,4.29107,Entire rental unit,Entire home/apt,2,1,$95.00,3,1125,58,4.86
49360627,city scrape,Rental unit in Den Haag · ★4.88 · 1 bedroom · 4 beds · 1 bath,,3604518,Lena,2012-09-18,"The Hague, Netherlands",100%,100%,f,1,,Wijk 11 Duinoord,52.08219,4.28565,Entire rental unit,Entire home/apt,4,4,$220.00,3,30,74,4.88
49766119,city scrape,Rental unit in Den Haag · ★4.95 · 2 bedrooms · 4 beds · 1 bath,,125925328,Marcel,2017-04-15,"The Hague, Netherlands",100%,94%,f,1,,Wijk 07 Scheveningen,52.10681,4.27256,Entire rental unit,Entire home/apt,6,4,$264.00,2,1125,81,4.95
49768882,city scrape,Townhouse in Den Haag · ★5.0 · 4 bedrooms · 5 beds · 3.5 baths,,401377777,R,2021-05-13,,100%,38%,f,1,,Wijk 07 Scheveningen,52.10885,4.27985,Entire townhouse,Entire home/apt,6,5,$250.00,5,7,6,5.0
49871793,city scrape,Hotel in Den Haag · ★4.07 · 1 bedroom · 1 bed · 1 bath,,503491020,Rosalie,2023-03-02,,N/A,N/A,f,49,,Wijk 27 Stationsbuurt,52.07081,4.32006,Room in hotel,Private room,2,1,$67.00,1,365,14,4.07
49876117,city scrape,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,541315,Arthur,2011-04-28,"The Hague, Netherlands",100%,100%,f,3,,Wijk 28 Centrum,52.074272,4.31667,Entire condo,Entire home/apt,2,1,$140.00,4,365,10,5.0
49892689,city scrape,Aparthotel in Den Haag · ★4.83 · 1 bedroom · 1 bed · 1 bath,,365579773,YAYS The Hague Willemspark,2020-09-02,"The Hague, Netherlands",100%,100%,f,5,,Wijk 04 Benoordenhout,52.08764,4.31427,Room in aparthotel,Private room,2,1,$141.00,1,999,6,4.83
49903939,previous scrape,Hostel in Den Haag · ★4.68 · 1 bedroom · 8 beds · 1 shared bath,,5285926,Diederick,2013-03-02,"The Hague, Netherlands",100%,100%,f,46,,Wijk 28 Centrum,52.07513,4.30903,Private room in hostel,Private room,8,8,$249.00,1,365,31,4.68
49925105,previous scrape,Loft in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,10229651,Dominique,2013-11-24,"The Hague, Netherlands",N/A,100%,f,2,,Wijk 07 Scheveningen,52.10501,4.27785,Entire loft,Entire home/apt,4,2,,2,1125,7,5.0
49941715,city scrape,Loft in Den Haag · ★4.92 · 3 bedrooms · 3 beds · 1 bath,,402714836,Petruska,2021-05-21,"The Hague, Netherlands",100%,67%,f,1,,Wijk 02 Belgisch Park,52.11103,4.29171,Entire loft,Entire home/apt,5,3,$206.00,4,35,12,4.92
49943307,city scrape,Rental unit in Den Haag · ★4.56 · 1 bedroom · 1 bed · 1.5 shared baths,,402729674,Barbara,2021-05-21,"The Hague, Netherlands",100%,92%,f,1,,Wijk 25 Mariahoeve en Marlot,52.0904915139087,4.36460296113689,Private room in rental unit,Private room,2,1,$56.00,1,7,18,4.56
49960977,city scrape,Home in Den Haag · 3 bedrooms · 4 beds · 3 baths,,350162976,Arjen,2020-06-15,"The Hague, Netherlands",100%,100%,f,2,,Wijk 16 Kraayenstein en Vroondaal,52.04083,4.21113,Entire home,Entire home/apt,4,4,$175.00,10,28,1,5.0
49995550,city scrape,Condo in Den Haag · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,,178568145,Edwin,2018-03-15,"The Hague, Netherlands",100%,78%,t,3,,Wijk 12 Bomen- en Bloemenbuurt,52.07924,4.26736,Entire condo,Entire home/apt,4,2,$200.00,4,1125,66,4.98
50001531,city scrape,Loft in Den Haag · ★4.94 · 1 bedroom · 1 bed · 1 bath,,31538746,Linda,2015-04-19,"The Hague, Netherlands",100%,54%,f,1,,Wijk 20 Valkenboskwartier,52.07527,4.27932,Entire loft,Entire home/apt,2,1,$100.00,2,14,18,4.94
50002690,city scrape,Place to stay in Den Haag · ★4.93 · 2 bedrooms · 2 beds · 1 bath,,403262956,Babet & Geert,2021-05-24,,N/A,100%,t,1,,Wijk 07 Scheveningen,52.10414505004883,4.269651889801025,Entire place,Entire home/apt,4,2,$175.00,3,1125,75,4.93
50044060,city scrape,Townhouse in Den Haag · 5 bedrooms · 6 beds · 3.5 baths,,24800013,Valérie,2014-12-13,"The Hague, Netherlands",N/A,N/A,f,1,,Wijk 27 Stationsbuurt,52.07485,4.32532,Entire townhouse,Entire home/apt,6,6,$160.00,28,40,0,
50082851,city scrape,Rental unit in Den Haag · ★4.20 · 1 bedroom · 1 bed · 1 bath,,9165668,Robert,2013-10-01,"The Hague, Netherlands",96%,81%,f,80,,Wijk 07 Scheveningen,52.10522,4.2735,Entire rental unit,Entire home/apt,2,1,$130.00,1,1125,10,4.2
50083792,city scrape,Rental unit in Den Haag · ★4.56 · Studio · 1 bed · 1 bath,,9165668,Robert,2013-10-01,"The Hague, Netherlands",96%,81%,f,80,,Wijk 07 Scheveningen,52.10519,4.27487,Entire rental unit,Entire home/apt,2,1,$144.00,3,1125,16,4.56
50098846,city scrape,Condo in Den Haag · ★4.57 · 1 bedroom · 1 bed · 1.5 baths,,73291666,Rens,2016-05-22,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 20 Valkenboskwartier,52.07001,4.27934,Entire condo,Entire home/apt,2,1,$100.00,3,365,7,4.57
50126842,previous scrape,Townhouse in Den Haag · ★5.0 · 4 bedrooms · 3 beds · 2.5 baths,,2762699,Linda,2012-06-27,"The Hague, Netherlands",N/A,100%,f,3,,Wijk 11 Duinoord,52.08231,4.28742,Entire townhouse,Entire home/apt,5,3,$325.00,5,30,5,5.0
50208372,city scrape,Condo in Den Haag · ★4.90 · 3 bedrooms · 2 beds · 2.5 baths,,33132059,Stefanie,2015-05-11,"The Hague, Netherlands",N/A,99%,t,3,,Wijk 07 Scheveningen,52.09678,4.26996,Entire condo,Entire home/apt,4,2,$615.00,2,14,10,4.9
50220147,previous scrape,Condo in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,2461413,Bram,2012-05-25,"The Hague, Netherlands",100%,71%,f,4,,Wijk 12 Bomen- en Bloemenbuurt,52.07605,4.26603,Entire condo,Entire home/apt,4,2,,3,30,13,5.0
50275536,city scrape,Condo in Den Haag · ★4.68 · 1 bedroom · 2 beds · 1 bath,,23407159,Zoyd,2014-11-06,"The Hague, Netherlands",89%,100%,t,2,,Wijk 07 Scheveningen,52.10841,4.2816,Entire condo,Entire home/apt,3,2,$135.00,5,365,19,4.68
50276976,previous scrape,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,66531450,Marloes Eva Theresia,2016-04-10,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 07 Scheveningen,52.10618,4.28352,Entire condo,Entire home/apt,2,1,,3,28,6,5.0
50277703,city scrape,Hotel in Den Haag · ★4.73 · 1 bedroom · 1 bed · 1 bath,,503491020,Rosalie,2023-03-02,,N/A,N/A,f,49,,Wijk 27 Stationsbuurt,52.07149,4.32015,Room in hotel,Private room,2,1,$87.00,1,365,11,4.73
50280180,city scrape,Rental unit in Den Haag · ★4.71 · 2 bedrooms · 3 beds · 1.5 baths,,466686867,Danique,2022-06-29,,N/A,N/A,f,1,,Wijk 14 Bohemen en Meer en Bos,52.06629,4.23973,Entire rental unit,Entire home/apt,4,3,$243.00,5,21,7,4.71
50280667,city scrape,Home in Den Haag · ★5.0 · 4 bedrooms · 4 beds · 2 baths,,280250166,Florine,2019-07-29,,N/A,N/A,f,1,,Wijk 12 Bomen- en Bloemenbuurt,52.0839,4.27124,Entire home,Entire home/apt,5,4,$525.00,3,365,4,5.0
50295545,city scrape,Hotel in Den Haag · 1 bedroom · 1 shared bath,,503491020,Rosalie,2023-03-02,,N/A,N/A,f,49,,Wijk 27 Stationsbuurt,52.07095,4.31987,Room in hotel,Private room,2,,$105.00,1,365,0,
50295821,city scrape,Hotel in Den Haag · 1 bedroom · 1 shared bath,,503491020,Rosalie,2023-03-02,,N/A,N/A,f,49,,Wijk 27 Stationsbuurt,52.07069,4.31927,Room in hotel,Private room,2,,$83.00,1,365,0,
50295982,city scrape,Hotel in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1 bath,,503491020,Rosalie,2023-03-02,,N/A,N/A,f,49,,Wijk 27 Stationsbuurt,52.07043,4.31862,Room in hotel,Private room,2,1,$101.00,1,365,3,5.0
50296070,city scrape,Hotel in Den Haag · ★4.59 · 1 bedroom · 1 bed · 1 bath,,503491020,Rosalie,2023-03-02,,N/A,N/A,f,49,,Wijk 27 Stationsbuurt,52.07166,4.32049,Room in hotel,Private room,2,1,$78.00,1,365,82,4.59
50323184,city scrape,Condo in Den Haag · 1 bedroom · 1 bed · 1.5 baths,,21285639,Gemmy,2014-09-13,"Gennep, Netherlands",N/A,0%,f,2,,Wijk 26 Bezuidenhout,52.08212,4.34162,Entire condo,Entire home/apt,2,1,$175.00,3,22,1,5.0
50346354,city scrape,Rental unit in Den Haag · ★4.79 · 2 bedrooms · 4 beds · 2.5 baths,,177701530,Hosted By Wendy,2018-03-10,"The Hague, Netherlands",100%,94%,f,48,,Wijk 09 Geuzen- en Statenkwartier,52.10185,4.27821,Entire rental unit,Entire home/apt,4,4,$174.00,3,1125,43,4.79
50347444,city scrape,Rental unit in Den Haag · ★4.78 · 3 bedrooms · 6 beds · 3 baths,,177701530,Hosted By Wendy,2018-03-10,"The Hague, Netherlands",100%,94%,f,48,,Wijk 07 Scheveningen,52.1035,4.2769,Entire rental unit,Entire home/apt,6,6,$221.00,3,1125,74,4.78
50347776,city scrape,Rental unit in Den Haag · ★4.68 · 2 bedrooms · 4 beds · 2.5 baths,,177701530,Hosted By Wendy,2018-03-10,"The Hague, Netherlands",100%,94%,f,48,,Wijk 07 Scheveningen,52.10354,4.2774,Entire rental unit,Entire home/apt,4,4,$225.00,3,1125,19,4.68
50432924,city scrape,Home in Den Haag · ★4.95 · 5 bedrooms · 6 beds · 3.5 baths,,34771198,Jacques,2015-06-01,"The Hague, Netherlands",100%,100%,t,1,,Wijk 03 Westbroekpark en Duttendel,52.10217,4.29839,Entire home,Entire home/apt,8,6,$836.00,3,14,22,4.95
50505220,city scrape,Home in Den Haag · ★5.0 · 3 bedrooms · 4 beds · 3.5 baths,,2598463,Annelie,2012-06-10,"The Hague, Netherlands",100%,44%,f,1,,Wijk 02 Belgisch Park,52.11071,4.29403,Entire home,Entire home/apt,5,4,$399.00,3,30,5,5.0
50511203,previous scrape,Condo in Den Haag · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,,80249788,Jeanneke,2016-06-27,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 04 Benoordenhout,52.10151,4.31936,Entire condo,Entire home/apt,4,3,,4,1125,6,5.0
50529236,city scrape,Home in Den Haag · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,,257506592,Merel,2019-04-23,,N/A,100%,f,1,,Wijk 09 Geuzen- en Statenkwartier,52.091122,4.266621,Entire home,Entire home/apt,5,3,$380.00,3,16,5,5.0
50566638,city scrape,Loft in Den Haag · ★4.60 · 2 bedrooms · 1 bed · 1 bath,,244520390,Surreal Estate,2019-02-21,,45%,12%,f,35,,Wijk 28 Centrum,52.07493,4.31147,Entire loft,Entire home/apt,7,1,$125.00,20,1125,5,4.6
50592341,city scrape,Home in Den Haag · ★5.0 · 4 bedrooms · 6 beds · 3 baths,,189574432,Kim,2018-05-14,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 13 Vogelwijk,52.08033,4.25549,Entire home,Entire home/apt,6,6,$205.00,6,19,3,5.0
50617923,city scrape,Home in Den Haag · ★5.0 · 4 bedrooms · 5 beds · 2 baths,,126146115,Albert,2017-04-16,"The Hague, Netherlands",100%,50%,f,3,,Wijk 07 Scheveningen,52.10278,4.27288,Entire home,Entire home/apt,6,5,$212.00,7,14,4,5.0
50652069,city scrape,Home in Den Haag · ★5.0 · 3 bedrooms · 3 beds · 3 baths,,10043845,Frank,2013-11-16,"The Hague, Netherlands",100%,92%,f,3,,Wijk 21 Regentessekwartier,52.08032,4.28651,Entire home,Entire home/apt,4,3,$332.00,4,1125,4,5.0
50701524,city scrape,Condo in Den Haag · ★4.99 · 1 bedroom · 1 bed · 1 bath,,409714549,Beach House,2021-06-28,,100%,96%,t,1,,Wijk 07 Scheveningen,52.10833,4.27383,Entire condo,Entire home/apt,2,1,$151.00,7,30,80,4.99
50740191,city scrape,Townhouse in Den Haag · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,,141988286,Sander,2017-07-23,"The Hague, Netherlands",100%,36%,f,1,,Wijk 07 Scheveningen,52.108353,4.280472,Entire townhouse,Entire home/apt,2,1,$115.00,5,1125,6,4.33
50787572,city scrape,Condo in Den Haag · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,,410459704,Aurelia,2021-07-02,"The Hague, Netherlands",100%,99%,f,2,,Wijk 36 Moerwijk,52.0564,4.29911,Private room in condo,Private room,2,1,$50.00,1,1125,57,4.44
50802802,city scrape,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,13744043,Vince,2014-03-31,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 26 Bezuidenhout,52.08592,4.34022,Entire condo,Entire home/apt,2,1,$139.00,4,12,17,5.0
50808994,previous scrape,Rental unit in Den Haag · ★4.93 · 1 bedroom · 1 bed · 1 bath,,132630030,Judith,2017-05-30,Netherlands,N/A,100%,t,1,,Wijk 20 Valkenboskwartier,52.06904,4.27028,Entire rental unit,Entire home/apt,2,1,,2,21,14,4.93
50820421,city scrape,Rental unit in Den Haag · ★4.40 · Studio · 2 beds · 1 bath,,10239880,Lucas,2013-11-24,,100%,92%,f,120,,Wijk 07 Scheveningen,52.10653,4.2755,Entire rental unit,Entire home/apt,4,2,$110.00,1,365,5,4.4
50835102,city scrape,Townhouse in Den Haag · ★5.0 · 4 bedrooms · 3 beds · 3.5 baths,,2110978,Bernard,2012-04-10,"The Hague, Netherlands",100%,100%,f,1,,Wijk 04 Benoordenhout,52.09765,4.31556,Entire townhouse,Entire home/apt,6,3,$260.00,7,35,9,5.0
50848319,previous scrape,Rental unit in Den Haag · ★5.0 · 2 bedrooms · 3 beds · 2 baths,,9777287,Adriaan,2013-11-03,,N/A,N/A,f,1,,Wijk 02 Belgisch Park,52.11096,4.28707,Entire rental unit,Entire home/apt,6,3,,4,1125,7,5.0
50849513,previous scrape,Condo in Den Haag · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,,67090572,Amber,2016-04-13,"The Hague, Netherlands",N/A,70%,f,1,,Wijk 07 Scheveningen,52.10978,4.28143,Entire condo,Entire home/apt,4,3,,3,1125,5,4.8
50885937,city scrape,Townhouse in Den Haag · ★5.0 · 2 bedrooms · 3 beds · 2 baths,,57381662,Kirsten,2016-02-04,"The Hague, Netherlands",100%,67%,f,1,,Wijk 07 Scheveningen,52.10713,4.27611,Entire townhouse,Entire home/apt,4,3,$130.00,6,1125,4,5.0
50891644,city scrape,Rental unit in Den Haag · ★4.60 · 2 bedrooms · 3 beds · 1.5 baths,,256357369,Nikita,2019-04-17,"The Hague, Netherlands",N/A,100%,t,1,,Wijk 20 Valkenboskwartier,52.07381,4.26709,Entire rental unit,Entire home/apt,4,3,$165.00,5,30,10,4.6
50966780,city scrape,Rental unit in Den Haag · ★4.57 · Studio · 1 bed · 1 bath,,19894111,Arjen & Nathalie,2014-08-12,"Rotterdam, Netherlands",100%,100%,f,8,,Wijk 27 Stationsbuurt,52.0747,4.32602,Entire rental unit,Entire home/apt,2,1,$70.00,2,60,82,4.57
50966988,city scrape,Condo in Den Haag · ★4.63 · 1 bedroom · 1 bed · 1 bath,,19894111,Arjen & Nathalie,2014-08-12,"Rotterdam, Netherlands",100%,100%,f,8,,Wijk 27 Stationsbuurt,52.07586,4.32498,Entire condo,Entire home/apt,3,1,$106.00,2,60,30,4.63
50969001,previous scrape,Home in Den Haag · ★4.14 · 3 bedrooms · 4 beds · 1 bath,,257089337,Thamar,2019-04-21,Netherlands,N/A,100%,f,1,,Wijk 07 Scheveningen,52.10418,4.28238,Entire home,Entire home/apt,4,4,,6,1125,7,4.14
50990091,city scrape,Serviced apartment in Den Haag · ★4.70 · 2 bedrooms · 2 beds · 1.5 baths,,61406693,Katie,2016-03-03,"The Hague, Netherlands",100%,99%,f,1,,Wijk 23 Willemspark,52.08553,4.31433,Entire serviced apartment,Entire home/apt,4,2,$201.00,2,30,126,4.7
51065704,city scrape,Condo in Den Haag · ★4.77 · 2 bedrooms · 2 beds · 1 bath,,14273604,Florien,2014-04-14,"Utrecht, Netherlands",100%,31%,f,1,,Wijk 26 Bezuidenhout,52.08482,4.34749,Entire condo,Entire home/apt,4,2,$150.00,2,365,13,4.77
51083078,city scrape,Rental unit in Den Haag · ★4.49 · 1 bedroom · 1 bed · Private half-bath,,374340160,Shahzad,2020-11-03,"The Hague, Netherlands",100%,89%,f,4,,Wijk 26 Bezuidenhout,52.08371,4.3416,Private room in rental unit,Private room,1,1,$42.00,1,40,53,4.49
51127123,city scrape,Rental unit in Den Haag · ★4.58 · 2 bedrooms · 4 beds · 1.5 baths,,272818723,Idris,2019-07-01,"The Hague, Netherlands",90%,100%,f,2,,Wijk 30 Transvaalkwartier,52.06851,4.29287,Entire rental unit,Entire home/apt,6,4,$90.00,1,1125,19,4.58
51137061,previous scrape,Home in Den Haag · 2 bedrooms · 3 beds · 1 bath,,58572113,Tashunka,2016-02-13,,N/A,100%,f,1,,Wijk 40 Wateringse Veld,52.02459,4.29674,Entire home,Entire home/apt,4,3,,4,14,2,4.5
51204598,city scrape,Villa in Den Haag · ★4.50 · 1 bedroom · 2 beds · 1.5 baths,,7518101,Amelia,2013-07-16,"Den Haag, Netherlands",100%,77%,f,7,,Wijk 02 Belgisch Park,52.112484,4.28573,Private room in villa,Private room,2,2,$93.00,1,1125,102,4.5
51222933,previous scrape,Loft in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,3061787,Eur,2012-07-26,"The Hague, Netherlands",100%,33%,f,3,,Wijk 04 Benoordenhout,52.09084,4.32141,Entire loft,Entire home/apt,4,2,$143.00,7,30,5,5.0
51280911,city scrape,Rental unit in Den Haag · 3 bedrooms · 3 beds · 2 baths,,270242145,Tamara - BELVILLA,2019-06-21,"Zürich, Switzerland",100%,96%,f,1322,,Wijk 13 Vogelwijk,52.08115,4.25936,Entire rental unit,Entire home/apt,6,3,$255.00,1,28,1,5.0
51293257,previous scrape,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1 bath,,397689918,Rogier,2021-04-19,"The Hague, Netherlands",N/A,N/A,f,1,,Wijk 09 Geuzen- en Statenkwartier,52.08724,4.27281,Entire condo,Entire home/apt,2,1,,3,30,8,5.0
51467857,city scrape,Home in Den Haag · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,,416855359,Loes,2021-08-04,"The Hague, Netherlands",N/A,88%,f,1,,Wijk 20 Valkenboskwartier,52.07356,4.271,Entire home,Entire home/apt,2,1,$100.00,3,365,7,4.86
51498167,city scrape,Condo in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,72094069,Erwin,2016-05-15,,100%,92%,t,1,,Wijk 07 Scheveningen,52.10678,4.27894,Entire condo,Entire home/apt,4,2,$300.00,3,14,28,5.0
51499293,previous scrape,Condo in Den Haag · 1 bedroom · 1 bed · 1.5 baths,,27697288,Nikita,2015-02-13,"The Hague, Netherlands",N/A,N/A,f,2,,Wijk 07 Scheveningen,52.10571,4.27558,Entire condo,Entire home/apt,2,1,,2,365,2,5.0
51527040,previous scrape,Home in Den Haag · ★5.0 · 4 bedrooms · 2 beds · 3 baths,,18026719,Marco,2014-07-13,"The Hague, Netherlands",100%,97%,t,3,,Wijk 04 Benoordenhout,52.09062,4.32208,Entire home,Entire home/apt,4,2,$155.00,2,65,7,5.0
