id,source,name,description,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,neighborhood,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating
103875,city scrape,Rental unit in The Hague · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,,541315,Arthur,2011-04-28,"The Hague, Netherlands",100%,100%,f,3,,Wijk 28 Centrum,52.07453,4.31669,Entire rental unit,Entire home/apt,2,1,$125.00,4,1125,20,4.79
378711,city scrape,Loft in The Hague · ★4.52 · Studio · 2 beds · 1 private bath,,1902132,Karen,2012-03-11,"The Hague, Netherlands",N/A,71%,f,3,,Wijk 03 Westbroekpark en Duttendel,52.10673,4.30498,Private room in loft,Private room,2,2,$120.00,3,1125,25,4.52
450807,city scrape,Rental unit in The Hague · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,,2238496,Saskia,2012-04-27,"The Hague, Netherlands",100%,67%,f,1,,Wijk 26 Bezuidenhout,52.08399,4.33062,Entire rental unit,Entire home/apt,3,1,$150.00,1,24,127,4.79
492615,city scrape,Condo in The Hague · ★4.51 · 1 bedroom · 2 beds · 1.5 shared baths,,1003354,Paul,2011-08-22,"The Hague, Netherlands",100%,99%,f,2,,Wijk 29 Schildersbuurt,52.07198,4.29595,Private room in condo,Private room,2,2,$49.00,2,12,385,4.51
523633,city scrape,Rental unit in Den Haag · ★4.70 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 38 Laakkwartier en Spoorwijk,52.0706731414303,4.325683157233615,Entire rental unit,Entire home/apt,2,1,$219.00,1,1125,409,4.7
628445,city scrape,Serviced apartment in Den Haag · ★4.64 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07055,4.32493,Entire serviced apartment,Entire home/apt,2,1,$248.00,1,1125,263,4.64
635931,city scrape,Rental unit in Den Haag · ★4.65 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07221,4.32558,Entire rental unit,Entire home/apt,2,1,$223.00,1,1125,148,4.65
635974,city scrape,Rental unit in Den Haag · ★4.57 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,1,$272.00,1,1125,231,4.57
641820,city scrape,Rental unit in The Hague · ★4.59 · 2 bedrooms · 1 bed · 1.5 baths,,3206829,Coco,2012-08-09,"The Hague, Netherlands",100%,71%,f,1,,Wijk 04 Benoordenhout,52.10292,4.32035,Entire rental unit,Entire home/apt,2,1,$80.00,2,30,259,4.59
730922,city scrape,Condo in The Hague · ★4.48 · 1 bedroom · 1 bed · 1.5 shared baths,,1003354,Paul,2011-08-22,"The Hague, Netherlands",100%,99%,f,2,,Wijk 29 Schildersbuurt,52.07198,4.29595,Private room in condo,Private room,1,1,$40.00,2,6,285,4.48
800960,city scrape,Rental unit in Den Haag · ★4.71 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07024,4.32551,Entire rental unit,Entire home/apt,2,1,$216.00,1,1125,183,4.71
819029,city scrape,Condo in The Hague · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,,541315,Arthur,2011-04-28,"The Hague, Netherlands",100%,100%,f,3,,Wijk 28 Centrum,52.07425,4.31658,Entire condo,Entire home/apt,2,1,$115.00,2,1125,49,4.86
857470,city scrape,Rental unit in Den Haag · ★4.64 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07169,4.3254,Entire rental unit,Entire home/apt,2,1,$246.00,1,1125,174,4.64
867183,previous scrape,Cottage in The Hague · ★4.63 · 1 bedroom · 3 beds · 1.5 baths,,4558657,Louise,2013-01-02,"Utrecht, Netherlands",N/A,0%,f,5,,Wijk 09 Geuzen- en Statenkwartier,52.09847,4.28122,Entire cottage,Entire home/apt,3,3,,2,365,30,4.63
901609,city scrape,Loft in The Hague · ★4.89 · 1 bedroom · 4 beds · 1 bath,,4817186,Yolande,2013-01-23,"The Hague, Netherlands",100%,83%,t,1,,Wijk 28 Centrum,52.07683,4.30513,Entire loft,Entire home/apt,4,4,$149.00,4,30,286,4.89
1006742,city scrape,Townhouse in The Hague · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,,5537414,Ingrid,2013-03-19,"The Hague, Netherlands",100%,27%,f,4,,Wijk 12 Bomen- en Bloemenbuurt,52.07854,4.26233,Private room in townhouse,Private room,2,1,$39.00,2,365,133,4.73
1082476,city scrape,Townhouse in The Hague · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,,5537414,Ingrid,2013-03-19,"The Hague, Netherlands",100%,27%,f,4,,Wijk 12 Bomen- en Bloemenbuurt,52.07661,4.26267,Private room in townhouse,Private room,4,1,$39.00,2,1125,38,4.76
1229850,city scrape,Rental unit in Den Haag · ★4.57 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,1,$194.00,1,1125,361,4.57
1237312,city scrape,Rental unit in Den Haag · ★4.65 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,1,$198.00,1,1125,174,4.65
1237332,city scrape,Rental unit in Den Haag · ★4.67 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,1,$177.00,1,1125,411,4.67
1237340,city scrape,Rental unit in Den Haag · ★4.60 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07197,4.32437,Entire rental unit,Entire home/apt,2,1,$191.00,1,1125,447,4.6
1260071,city scrape,Rental unit in The Hague · ★4.70 · 1 bedroom · 1 bed · 1 bath,,6839100,Karen,2013-06-10,"The Hague, Netherlands",100%,92%,f,1,,Wijk 13 Vogelwijk,52.08302,4.26108,Entire rental unit,Entire home/apt,2,1,$82.00,3,1125,93,4.7
1400206,city scrape,Loft in Den Haag · ★4.75 · Studio · 4 beds · 1.5 baths,,7543082,Thomas,2013-07-17,"The Hague, Netherlands",100%,94%,f,1,,Wijk 29 Schildersbuurt,52.07135,4.3029,Entire loft,Entire home/apt,5,4,$159.00,1,28,287,4.75
1421301,city scrape,Townhouse in The Hague · ★4.60 · 3 bedrooms · 3 beds · 1.5 baths,,7651238,Yvonne,2013-07-22,"The Hague, Netherlands",N/A,N/A,f,1,,Wijk 22 Zeeheldenkwartier,52.07858,4.2928,Entire townhouse,Entire home/apt,6,3,$200.00,6,1125,15,4.6
1484856,city scrape,Rental unit in The Hague · ★4.44 · Studio · 2 beds · 1 bath,,7805856,F. Aicha,2013-07-29,"The Hague, Netherlands",20%,24%,f,1,,Wijk 38 Laakkwartier en Spoorwijk,52.06736,4.32035,Entire rental unit,Entire home/apt,2,2,$59.00,20,1125,101,4.44
1493624,city scrape,Home in The Hague · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,,192354,Karel,2010-08-05,"The Hague, Netherlands",N/A,75%,f,2,,Wijk 22 Zeeheldenkwartier,52.08489,4.29831,Private room in home,Private room,1,1,$30.00,1,1125,172,4.84
1497896,previous scrape,Townhouse in The Hague · ★4.71 · 3 bedrooms · 3 beds · 1.5 baths,,2361679,Fiona,2012-05-13,"The Hague, Netherlands",100%,100%,f,1,,Wijk 19 Vruchtenbuurt,52.0659,4.25495,Entire townhouse,Entire home/apt,4,3,,5,20,24,4.71
1501251,city scrape,Villa in The Hague · ★4.31 · 1 bedroom · 3 beds · 1.5 shared baths,,7518101,Amelia,2013-07-16,"Den Haag, Netherlands",100%,77%,f,7,,Wijk 02 Belgisch Park,52.11244,4.28559,Private room in villa,Private room,3,3,$110.00,1,1125,137,4.31
1720337,previous scrape,Townhouse in Den Haag · 1 bedroom · 1 bed · 2 baths,,8665880,Vincenzo,2013-09-06,"The Hague, Netherlands",N/A,0%,f,1,,Wijk 02 Belgisch Park,52.11213,4.28627,Entire townhouse,Entire home/apt,2,1,$200.00,7,1125,0,
1842203,city scrape,Rental unit in The Hague · ★4.62 · 2 bedrooms · 1 bed · 1 bath,,8860750,Anita,2013-09-16,"The Hague, Netherlands",100%,96%,f,1,,Wijk 07 Scheveningen,52.10941,4.27899,Entire rental unit,Entire home/apt,4,1,$80.00,5,360,185,4.62
1858616,city scrape,Rental unit in The Hague · ★4.64 · 1 bedroom · 2 beds · 1 bath,,7128899,Tom,2013-06-26,"Wassenaar, Netherlands",100%,98%,f,5,,Wijk 04 Benoordenhout,52.08785,4.31818,Entire rental unit,Entire home/apt,2,2,$65.00,3,1125,181,4.64
1917849,city scrape,Villa in The Hague · ★4.52 · 1 bedroom · 2 beds · 1.5 baths,,7518101,Amelia,2013-07-16,"Den Haag, Netherlands",100%,77%,f,7,,Wijk 02 Belgisch Park,52.11248,4.28573,Private room in villa,Private room,1,2,$78.00,1,1125,52,4.52
1956981,city scrape,Rental unit in Den Haag · ★4.57 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,1,$181.00,1,1125,503,4.57
2008100,previous scrape,Home in Den Haag · ★4.91 · 4 bedrooms · 3 beds · 2 baths,,7582390,Bas,2013-07-19,"The Hague, Netherlands",N/A,N/A,f,1,,Wijk 13 Vogelwijk,52.07366,4.24111,Entire home,Entire home/apt,6,3,$195.00,7,40,11,4.91
2035974,city scrape,Villa in The Hague · ★4.48 · 1 bedroom · 2 beds · 1 private bath,,7518101,Amelia,2013-07-16,"Den Haag, Netherlands",100%,77%,f,7,,Wijk 02 Belgisch Park,52.11248,4.28573,Private room in villa,Private room,2,2,$80.00,1,365,194,4.48
2035975,city scrape,Villa in The Hague · ★4.56 · 1 bedroom · 2 beds · 1.5 baths,,7518101,Amelia,2013-07-16,"Den Haag, Netherlands",100%,77%,f,7,,Wijk 02 Belgisch Park,52.11248,4.28573,Private room in villa,Private room,2,2,$81.00,1,365,109,4.56
2035980,city scrape,Villa in The Hague · ★4.39 · 6 bedrooms · 13 beds · 6 baths,,7518101,Amelia,2013-07-16,"Den Haag, Netherlands",100%,77%,f,7,,Wijk 02 Belgisch Park,52.11248,4.28573,Private room in villa,Private room,14,13,$369.00,2,365,134,4.39
2039991,previous scrape,Loft in The Hague · ★4.88 · 1 bedroom · 1 bed · 1 bath,,7104766,Saskia,2013-06-25,"The Hague, Netherlands",100%,96%,t,3,,Wijk 04 Benoordenhout,52.08966,4.31358,Entire loft,Entire home/apt,2,1,,4,120,284,4.88
2440807,previous scrape,Home in The Hague · ★4.88 · 2 bedrooms · 2 beds · 1.5 baths,,1584126,Hilde,2012-01-09,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 02 Belgisch Park,52.11476,4.28865,Entire home,Entire home/apt,4,2,,5,21,8,4.88
2520108,city scrape,Rental unit in The Hague · ★4.48 · 3 bedrooms · 4 beds · 1.5 baths,,9996430,Soeres,2013-11-13,"The Hague, Netherlands",100%,0%,f,2,,Wijk 20 Valkenboskwartier,52.07559,4.27779,Entire rental unit,Entire home/apt,6,4,$91.00,2,1125,116,4.48
2520156,previous scrape,Rental unit in The Hague · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,,12901624,Marleen,2014-03-07,"The Hague, Netherlands",100%,100%,t,2,,Wijk 09 Geuzen- en Statenkwartier,52.08846,4.27699,Private room in rental unit,Private room,2,1,$80.00,2,1125,204,4.77
2520906,city scrape,Rental unit in The Hague · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,,12901624,Marleen,2014-03-07,"The Hague, Netherlands",100%,100%,t,2,,Wijk 09 Geuzen- en Statenkwartier,52.08788,4.27719,Private room in rental unit,Private room,2,1,$80.00,2,1125,214,4.69
2576925,city scrape,Rental unit in The Hague · ★4.82 · 2 bedrooms · 4 beds · 1 bath,,13194637,Greta & Ruud,2014-03-16,"The Hague, Netherlands",20%,0%,f,1,,Wijk 09 Geuzen- en Statenkwartier,52.08904,4.27867,Entire rental unit,Entire home/apt,4,4,,5,1125,72,4.82
2651566,city scrape,Villa in The Hague · 3 bedrooms · 6 beds · 2.5 baths,,1902132,Karen,2012-03-11,"The Hague, Netherlands",N/A,71%,f,3,,Wijk 03 Westbroekpark en Duttendel,52.10637,4.30439,Entire villa,Entire home/apt,6,6,$350.00,4,7,0,
2718890,city scrape,Home in Den Haag · ★4.64 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire home,Entire home/apt,2,1,$186.00,1,1125,133,4.64
2784092,city scrape,Rental unit in The Hague · ★4.82 · 3 bedrooms · 4 beds · 1 bath,,14240933,Rick En Nanet,2014-04-13,"The Hague, Netherlands",100%,67%,f,1,,Wijk 02 Belgisch Park,52.11293,4.2887,Entire rental unit,Entire home/apt,5,4,$150.00,7,31,17,4.82
3145760,city scrape,Rental unit in The Hague · ★4.98 · 1 bedroom · 1 bed · 1 bath,,15969204,Jobien,2014-05-25,"The Hague, Netherlands",100%,0%,f,4,,Wijk 11 Duinoord,52.08438,4.29145,Entire rental unit,Entire home/apt,1,1,$65.00,20,300,121,4.98
3152750,city scrape,Townhouse in Den Haag · ★4.86 · 3 bedrooms · 3 beds · 1.5 baths,,14083026,Marleen,2014-04-09,"The Hague, Netherlands",N/A,80%,f,1,,Wijk 21 Regentessekwartier,52.0772,4.28102,Entire townhouse,Entire home/apt,4,3,$189.00,5,30,22,4.86
3212219,city scrape,Townhouse in The Hague · ★4.88 · 4 bedrooms · 3 beds · 1 bath,,4710716,Pieteke,2013-01-15,"The Hague, Netherlands",100%,25%,f,1,,Wijk 04 Benoordenhout,52.09997,4.3137,Entire townhouse,Entire home/apt,6,3,$250.00,5,30,8,4.88
3350239,city scrape,Rental unit in Den Haag · 1 bedroom · 1 bed · 1 bath,,16905609,Nienke,2014-06-17,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 06 Van Stolkpark en Scheveningse Bosjes,52.10232,4.28414,Entire rental unit,Entire home/apt,2,1,$165.00,3,13,2,5.0
3364927,city scrape,Rental unit in Den Haag · ★4.50 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,1,$194.00,1,1125,112,4.5
3486922,city scrape,Rental unit in The Hague · ★4.87 · 1 bedroom · 1 bed · 1 bath,,17005081,Emma,2014-06-19,"The Hague, Netherlands",100%,56%,f,1,,Wijk 11 Duinoord,52.07974,4.27872,Entire rental unit,Entire home/apt,1,1,$60.00,5,21,62,4.87
3691504,city scrape,Rental unit in The Hague · ★4.87 · 2 bedrooms · 5 beds · 1 bath,,16843059,Albert,2014-06-16,"The Hague, Netherlands",100%,53%,t,1,,Wijk 02 Belgisch Park,52.10904,4.29164,Entire rental unit,Entire home/apt,5,5,$214.00,2,1125,102,4.87
3709838,city scrape,Tiny home in The Hague · ★4.65 · 2 bedrooms · 2 beds · 1 bath,,15969660,Julia,2014-05-25,"The Hague, Netherlands",50%,100%,f,1,,Wijk 07 Scheveningen,52.10564,4.28259,Tiny home,Entire home/apt,3,2,$130.00,6,15,57,4.65
3736215,city scrape,Rental unit in The Hague · ★4.76 · 1 bedroom · 1 bed · Half-bath,,17994529,Massoud,2014-07-12,"The Hague, Netherlands",100%,100%,t,1,,Wijk 07 Scheveningen,52.10389,4.27634,Private room in rental unit,Private room,2,1,$69.00,2,7,106,4.76
3874587,city scrape,Home in Den Haag · ★4.66 · 1 bedroom · 1 bed · 2.5 shared baths,,10076415,Oksana,2013-11-17,"The Hague, Netherlands",100%,100%,f,6,,Wijk 28 Centrum,52.07881,4.30419,Private room in home,Private room,3,1,$64.00,1,1125,174,4.66
3885792,city scrape,Rental unit in Den Haag · ★4.60 · 3 bedrooms · 3 beds · 1.5 baths,,11897813,Christina,2014-02-03,"The Hague, Netherlands",60%,67%,t,6,,Wijk 26 Bezuidenhout,52.08464,4.33696,Entire rental unit,Entire home/apt,4,3,$325.00,2,1125,25,4.6
4070966,city scrape,Rental unit in The Hague · ★4.77 · 2 bedrooms · 2 beds · 1.5 baths,,8910686,Geert-Jan,2013-09-18,"The Hague, Netherlands",100%,100%,f,1,,Wijk 07 Scheveningen,52.10643,4.27534,Entire rental unit,Entire home/apt,3,2,$150.00,3,100,66,4.77
4201448,city scrape,Rental unit in The Hague · ★4.67 · 1 bedroom · 1 bed · 1 bath,,13788134,Alexander,2014-04-01,"The Hague, Netherlands",100%,37%,f,1,,Wijk 28 Centrum,52.07632,4.32175,Entire rental unit,Entire home/apt,4,1,$192.00,2,1125,18,4.67
4246416,city scrape,Townhouse in The Hague · ★4.94 · 3 bedrooms · 3 beds · 1.5 baths,,22035217,Lisa,2014-10-02,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 22 Zeeheldenkwartier,52.08109,4.29464,Entire townhouse,Entire home/apt,6,3,$99.00,6,30,32,4.94
4321442,city scrape,Townhouse in The Hague · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,,22435655,Mirjam & Nico,2014-10-12,"The Hague, Netherlands",100%,96%,t,5,,Wijk 11 Duinoord,52.07917,4.2769,Private room in townhouse,Private room,2,1,$84.00,1,7,138,4.82
4349954,previous scrape,Rental unit in The Hague · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,,13483532,Lisette,2014-03-24,"The Hague, Netherlands",100%,100%,f,1,,Wijk 18 Waldeck,52.05826,4.22963,Entire rental unit,Entire home/apt,2,1,,2,1125,58,4.76
4666096,previous scrape,Bungalow in The Hague · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,24141076,Noah,2014-11-25,"The Hague, Netherlands",N/A,N/A,f,1,,Wijk 15 Kijkduin en Ockenburgh,52.058102,4.211877,Entire bungalow,Entire home/apt,2,1,,2,1125,3,5.0
4692892,city scrape,Rental unit in Den Haag · ★4.90 · 7 bedrooms · 1 bed · 1 bath,,15969204,Jobien,2014-05-25,"The Hague, Netherlands",100%,0%,f,4,,Wijk 11 Duinoord,52.08387,4.28993,Entire rental unit,Entire home/apt,1,1,$65.00,20,1125,127,4.9
4775830,previous scrape,Home in Den Haag · ★5.0 · 4 bedrooms · 4 beds · 2 baths,,24630882,Thomas,2014-12-08,"The Hague, Netherlands",70%,17%,f,1,,Wijk 02 Belgisch Park,52.111191,4.287667,Entire home,Entire home/apt,5,4,$204.00,3,14,3,5.0
4808721,previous scrape,Home in Den Haag · ★4.70 · 1 bedroom · 3 beds · 1.5 baths,,24766559,Danielle,2014-12-12,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 07 Scheveningen,52.10913,4.27614,Entire home,Entire home/apt,4,3,,7,21,164,4.7
5008777,city scrape,Place to stay in Den Haag · ★3.50 · 1 bedroom · 2 beds · 2 baths,,24220687,Jorplace,2014-11-27,"The Hague, Netherlands",N/A,N/A,f,2,,Wijk 07 Scheveningen,52.10536,4.27563,Entire place,Entire home/apt,2,2,,2,1125,4,3.5
5217344,city scrape,Rental unit in Den Haag · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,,12031544,Martin,2014-02-07,"The Hague, Netherlands",100%,100%,f,1,,Wijk 22 Zeeheldenkwartier,52.08223,4.29976,Entire rental unit,Entire home/apt,2,1,$95.00,2,100,235,4.84
5254112,city scrape,Townhouse in Voorburg · ★4.78 · 3 bedrooms · 1 bed · 1 shared bath,,10690277,Mirjam,2013-12-18,"Voorburg, Netherlands",100%,84%,t,4,,Wijk 39 Binckhorst,52.06548,4.34932,Private room in townhouse,Private room,1,1,$45.00,7,30,40,4.78
5260600,city scrape,Rental unit in Den Haag · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,,26098224,Ebs,2015-01-14,Netherlands,N/A,86%,t,1,,Wijk 20 Valkenboskwartier,52.07171,4.27501,Private room in rental unit,Private room,2,1,$106.00,2,1125,65,4.85
5267799,previous scrape,Rental unit in Den Haag · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,,3356078,Christien,2012-08-24,,N/A,N/A,f,1,,Wijk 11 Duinoord,52.08318,4.28482,Entire rental unit,Entire home/apt,4,2,,3,30,6,4.83
5307470,city scrape,Home in Den Haag · ★4.67 · 2 bedrooms · 2 beds · 2 baths,,11930200,Paul,2014-02-04,"The Hague, Netherlands",100%,89%,f,2,,Wijk 22 Zeeheldenkwartier,52.08221,4.29622,Entire home,Entire home/apt,8,2,$221.00,2,40,61,4.67
5432192,city scrape,Home in Den Haag · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,,28177276,Sitla,2015-02-22,,100%,70%,f,1,,Wijk 09 Geuzen- en Statenkwartier,52.0951,4.28015,Private room in home,Private room,2,1,$60.00,2,5,147,4.64
5600830,city scrape,Rental unit in Den Haag · ★4.58 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,1,$193.00,1,1125,203,4.58
5887183,city scrape,Condo in Den Haag · ★4.83 · 1 bedroom · 3 beds · 1 bath,,12697876,Anita,2014-03-01,"The Hague, Netherlands",100%,33%,f,1,,Wijk 26 Bezuidenhout,52.08141,4.3406,Entire condo,Entire home/apt,4,3,$136.00,5,120,42,4.83
5934954,city scrape,Rental unit in Den Haag · ★4.93 · 1 bedroom · 1 bed · 1 bath,,30817406,Niels,2015-04-08,"Nederland, CO",100%,77%,t,2,,Wijk 07 Scheveningen,52.10866,4.27429,Entire rental unit,Entire home/apt,2,1,$177.00,4,1125,120,4.93
6022541,previous scrape,Condo in Den Haag · ★5.0 · 2 bedrooms · 1 bath,,1888120,Natalie,2012-03-09,"Berlin, Germany",N/A,42%,t,3,,Wijk 02 Belgisch Park,52.11202,4.2902,Entire condo,Entire home/apt,2,,,92,200,9,5.0
6109720,city scrape,Rental unit in Den Haag · ★4.55 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.0714847,4.3245866,Entire rental unit,Entire home/apt,2,1,$199.00,1,1125,96,4.55
6217039,city scrape,Rental unit in Den Haag · ★4.49 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,1,$192.00,1,1125,79,4.49
6255393,city scrape,Home in Den Haag · ★4.83 · Studio · 2 beds · 1 bath,,32494837,Sonja & Stef,2015-05-03,"The Hague, Netherlands",100%,100%,t,3,,Wijk 12 Bomen- en Bloemenbuurt,52.0788,4.27063,Entire home,Entire home/apt,2,2,$59.00,1,1125,789,4.83
6273534,city scrape,Serviced apartment in Den Haag · ★4.97 · 2 bedrooms · 2 beds · 1.5 baths,,4351060,Nathalie,2012-12-07,"The Hague, Netherlands",100%,100%,t,1,,Wijk 07 Scheveningen,52.10193,4.27617,Entire serviced apartment,Entire home/apt,4,2,$244.00,2,1125,106,4.97
6342172,city scrape,Condo in Den Haag · ★4.56 · 2 bedrooms · 2 beds · 1 bath,,33029414,Kasper,2015-05-10,"The Hague, Netherlands",100%,78%,f,2,,Wijk 08 Duindorp,52.0903,4.25667,Entire condo,Entire home/apt,3,2,$110.00,10,1125,18,4.56
6406938,city scrape,Rental unit in Den Haag · ★4.90 · 1 bedroom · 1 bed · 1 bath,,29953114,Sven,2015-03-24,"The Hague, Netherlands",N/A,100%,f,1,,Wijk 28 Centrum,52.07666,4.29927,Entire rental unit,Entire home/apt,2,1,$282.00,4,1125,40,4.9
6580603,city scrape,Rental unit in Den Haag · ★4.39 · 1 bedroom · 1 bed · 1 bath,,300966,Elwin,2010-11-27,"The Hague, Netherlands",100%,99%,t,22,,Wijk 27 Stationsbuurt,52.07227,4.32367,Entire rental unit,Entire home/apt,2,1,$216.00,1,1125,54,4.39
6797153,city scrape,Rental unit in Den Haag · ★4.90 · 2 bedrooms · 5 beds · 1 bath,,14576651,Giancarlo,2014-04-22,"The Hague, Netherlands",100%,83%,t,2,,Wijk 27 Stationsbuurt,52.07256,4.31687,Entire rental unit,Entire home/apt,5,5,$128.00,7,1125,105,4.9
6932891,previous scrape,Rental unit in Den Haag · ★4.86 · 1 bedroom · 1 bed · 1 bath,,14901491,Sijbren,2014-04-29,"The Hague, Netherlands",N/A,N/A,f,2,,Wijk 22 Zeeheldenkwartier,52.07972,4.29061,Entire rental unit,Entire home/apt,2,1,,2,1125,14,4.86
6952674,previous scrape,Rental unit in Den Haag · ★4.95 · 4 bedrooms · 5 beds · 2 baths,,14457664,Justin,2014-04-19,Netherlands,N/A,N/A,f,2,,Wijk 13 Vogelwijk,52.08555,4.26646,Entire rental unit,Entire home/apt,6,5,,7,1125,21,4.95
7048053,city scrape,Bungalow in Den Haag · ★4.85 · 1 bedroom · 3 beds · 1.5 baths,,19976884,Quirijn And Magda,2014-08-13,"Xaló, Spain",100%,100%,f,7,,Wijk 34 Morgenstond,52.05372,4.27939,Entire bungalow,Entire home/apt,2,3,$135.00,2,60,200,4.85
7085599,previous scrape,Townhouse in Den Haag · ★5.0 · 3 bedrooms · 3 beds · 1 bath,,37072285,Jose,2015-06-29,"The Hague, Netherlands",N/A,N/A,f,1,,Wijk 12 Bomen- en Bloemenbuurt,52.07834,4.26558,Entire townhouse,Entire home/apt,6,3,,4,35,20,5.0
7191609,city scrape,Townhouse in Den Haag · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,,22780430,Guido,2014-10-20,"The Hague, Netherlands",90%,63%,f,2,,Wijk 12 Bomen- en Bloemenbuurt,52.07826,4.27443,Private room in townhouse,Private room,2,1,$49.00,14,200,34,4.91
7606230,city scrape,Rental unit in Den Haag · ★4.71 · 1 bedroom · 2 beds · 1.5 baths,,405989,BizStay,2011-02-23,"The Hague, Netherlands",100%,95%,f,87,,Wijk 07 Scheveningen,52.09629,4.26484,Entire rental unit,Entire home/apt,2,2,"$80,000.00",1,1125,7,4.71
7606330,city scrape,Rental unit in Den Haag · 1 bedroom · 2 beds · 1.5 baths,,405989,BizStay,2011-02-23,"The Hague, Netherlands",100%,95%,f,87,,Wijk 07 Scheveningen,52.09657,4.26492,Entire rental unit,Entire home/apt,2,2,"$80,000.00",1,1125,2,4.5
7606455,city scrape,Rental unit in Den Haag · ★5.0 · 2 bedrooms · 4 beds · 1 bath,,405989,BizStay,2011-02-23,"The Hague, Netherlands",100%,95%,f,87,,Wijk 07 Scheveningen,52.09729,4.26466,Entire rental unit,Entire home/apt,4,4,$279.00,5,180,5,5.0
